"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:57:52,2968242","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\dollar_bill.sst","NO SUCH FILE","Filter: dollar_bill.sst"
"15:57:52,2974854","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\dollar_bill.sst","NO SUCH FILE","Filter: dollar_bill.sst"
"15:57:52,2981308","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\sfx_smokepuff.sst","NO SUCH FILE","Filter: sfx_smokepuff.sst"
"15:57:52,2984373","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\sfx_smokepuff.sst","NO SUCH FILE","Filter: sfx_smokepuff.sst"
"15:57:52,3007559","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\waypointT.sst","NO SUCH FILE","Filter: waypointT.sst"
"15:57:52,3013391","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\waypointT.sst","NO SUCH FILE","Filter: waypointT.sst"
"15:57:52,3032298","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\flag_buildingT.sst","NO SUCH FILE","Filter: flag_buildingT.sst"
"15:57:52,3035454","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\flag_buildingT.sst","NO SUCH FILE","Filter: flag_buildingT.sst"
"15:57:52,3063316","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\sha_circle.sst","NO SUCH FILE","Filter: sha_circle.sst"
"15:57:52,3068746","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\sha_circle.sst","NO SUCH FILE","Filter: sha_circle.sst"
"15:57:52,9082360","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_1_1.sst","NO SUCH FILE","Filter: Scenfull_1_1.sst"
"15:57:52,9084825","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_1_1.sst","NO SUCH FILE","Filter: Scenfull_1_1.sst"
"15:57:53,0639323","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_1_2.sst","NO SUCH FILE","Filter: Scenfull_1_2.sst"
"15:57:53,0643433","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_1_2.sst","NO SUCH FILE","Filter: Scenfull_1_2.sst"
"15:57:53,0989978","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_1_3.sst","NO SUCH FILE","Filter: Scenfull_1_3.sst"
"15:57:53,0993818","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_1_3.sst","NO SUCH FILE","Filter: Scenfull_1_3.sst"
"15:57:53,1098252","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_1_4.sst","NO SUCH FILE","Filter: Scenfull_1_4.sst"
"15:57:53,1101207","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_1_4.sst","NO SUCH FILE","Filter: Scenfull_1_4.sst"
"15:57:53,1166046","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_2_1.sst","NO SUCH FILE","Filter: Scenfull_2_1.sst"
"15:57:53,1168987","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_2_1.sst","NO SUCH FILE","Filter: Scenfull_2_1.sst"
"15:57:53,2054816","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_2_2.sst","NO SUCH FILE","Filter: Scenfull_2_2.sst"
"15:57:53,2057920","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_2_2.sst","NO SUCH FILE","Filter: Scenfull_2_2.sst"
"15:57:53,2163314","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_2_3.sst","NO SUCH FILE","Filter: Scenfull_2_3.sst"
"15:57:53,2166281","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_2_3.sst","NO SUCH FILE","Filter: Scenfull_2_3.sst"
"15:57:53,2279503","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_2_4.sst","NO SUCH FILE","Filter: Scenfull_2_4.sst"
"15:57:53,2285828","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_2_4.sst","NO SUCH FILE","Filter: Scenfull_2_4.sst"
"15:57:53,2353415","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_3_1.sst","NO SUCH FILE","Filter: Scenfull_3_1.sst"
"15:57:53,2359196","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_3_1.sst","NO SUCH FILE","Filter: Scenfull_3_1.sst"
"15:57:53,2434829","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_3_2.sst","NO SUCH FILE","Filter: Scenfull_3_2.sst"
"15:57:53,2437421","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_3_2.sst","NO SUCH FILE","Filter: Scenfull_3_2.sst"
"15:57:53,2517800","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_3_3.sst","NO SUCH FILE","Filter: Scenfull_3_3.sst"
"15:57:53,2520770","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_3_3.sst","NO SUCH FILE","Filter: Scenfull_3_3.sst"
"15:57:53,2589108","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_3_4.sst","NO SUCH FILE","Filter: Scenfull_3_4.sst"
"15:57:53,2593357","Empire Earth.exe","11380","QueryDirectory","E:\Program Files\GOG Games\Empire Earth Gold Edition\Empire Earth\Data\textures\Scenfull_3_4.sst","NO SUCH FILE","Filter: Scenfull_3_4.sst"
